,4b. close (USD),5. volume,6. market cap (USD)
2021-05-12,594.65000000,2813834.81850000,2813834.81850000
2021-05-11,671.91000000,2640713.32700000,2640713.32700000
2021-05-10,631.10000000,3074645.06920000,3074645.06920000
2021-05-09,661.74000000,2343402.12190000,2343402.12190000
2021-05-08,646.10000000,2186084.77490000,2186084.77490000
2021-05-07,624.30000000,1979435.95840000,1979435.95840000
2021-05-06,633.99000000,2065376.54420000,2065376.54420000
2021-05-05,651.10000000,2270137.47320000,2270137.47320000
2021-05-04,609.30000000,3765315.69510000,3765315.69510000
2021-05-03,676.15000000,2873379.61700000,2873379.61700000
2021-05-02,621.78000000,2066258.28440000,2066258.28440000
2021-05-01,620.00000000,2427568.39090000,2427568.39090000
2021-04-30,622.65000000,3430512.40250000,3430512.40250000
2021-04-29,599.70000000,4336516.33470000,4336516.33470000
2021-04-28,562.78000000,2384514.88520000,2384514.88520000
2021-04-27,568.78000000,2807308.61980000,2807308.61980000
2021-04-26,535.33000000,3098650.63510000,3098650.63510000
2021-04-25,505.00000000,2489756.62520000,2489756.62520000
2021-04-24,496.99200000,3005329.07500000,3005329.07500000
2021-04-23,526.53570000,6855584.92100000,6855584.92100000
2021-04-22,505.24110000,6375583.13900000,6375583.13900000
2021-04-21,543.63270000,5685067.89400000,5685067.89400000
2021-04-20,586.36350000,5730895.32500000,5730895.32500000
2021-04-19,504.03220000,5031325.71300000,5031325.71300000
2021-04-18,481.43670000,4468597.46000000,4468597.46000000
2021-04-17,514.68610000,2949040.22100000,2949040.22100000
2021-04-16,508.27430000,4192218.46200000,4192218.46200000
2021-04-15,541.88240000,2306850.04500000,2306850.04500000
2021-04-14,550.01820000,4213337.25100000,4213337.25100000
2021-04-13,551.64420000,5447746.54400000,5447746.54400000
2021-04-12,596.71040000,9279328.84000000,9279328.84000000
2021-04-11,525.92750000,3644396.11000000,3644396.11000000
2021-04-10,471.29750000,4659107.21200000,4659107.21200000
2021-04-09,453.99370000,3670424.43300000,3670424.43300000
2021-04-08,418.70480000,4092498.63800000,4092498.63800000
2021-04-07,375.55380000,6179859.70800000,6179859.70800000
2021-04-06,403.36480000,4481056.43600000,4481056.43600000
2021-04-05,368.02630000,3473780.05500000,3473780.05500000
2021-04-04,348.86170000,2730876.03000000,2730876.03000000
2021-04-03,321.94970000,3099870.84800000,3099870.84800000
2021-04-02,338.29320000,4205858.47800000,4205858.47800000
2021-04-01,334.79910000,4390708.58100000,4390708.58100000
2021-03-31,302.37240000,4719335.50600000,4719335.50600000
2021-03-30,311.29620000,5532768.33000000,5532768.33000000
2021-03-29,275.29910000,2728496.99000000,2728496.99000000
2021-03-28,268.42630000,3272613.75500000,3272613.75500000
2021-03-27,269.22340000,3089181.84800000,3089181.84800000
2021-03-26,255.21050000,2635329.15500000,2635329.15500000
2021-03-25,233.94660000,3498082.82700000,3498082.82700000
2021-03-24,248.52360000,3270691.79500000,3270691.79500000
2021-03-23,255.46460000,2587450.73200000,2587450.73200000
2021-03-22,254.79760000,3265655.83100000,3265655.83100000
2021-03-21,264.65130000,1973476.75400000,1973476.75400000
2021-03-20,264.30230000,2377018.11000000,2377018.11000000
2021-03-19,262.93500000,2262870.65300000,2262870.65300000
2021-03-18,261.48160000,3152509.58900000,3152509.58900000
2021-03-17,269.78960000,2856836.91900000,2856836.91900000
2021-03-16,258.53520000,3013229.00000000,3013229.00000000
2021-03-15,254.51440000,3362734.14300000,3362734.14300000
2021-03-14,263.23800000,2432196.53500000,2432196.53500000
2021-03-13,276.28220000,3902398.38600000,3902398.38600000
2021-03-12,263.22010000,5905880.87000000,5905880.87000000
2021-03-11,290.03010000,6598662.20700000,6598662.20700000
2021-03-10,278.44990000,6012304.14800000,6012304.14800000
2021-03-09,293.20520000,7937298.70800000,7937298.70800000
2021-03-08,240.55090000,3045991.96800000,3045991.96800000
2021-03-07,240.11000000,3519962.92900000,3519962.92900000
2021-03-06,226.38140000,2663375.53600000,2663375.53600000
2021-03-05,225.47140000,3654842.80500000,3654842.80500000
2021-03-04,229.63690000,3999983.83600000,3999983.83600000
2021-03-03,240.57010000,4278388.73300000,4278388.73300000
2021-03-02,239.68410000,5386013.79400000,5386013.79400000
2021-03-01,254.96370000,7911568.19400000,7911568.19400000
2021-02-28,210.21380000,5674373.24900000,5674373.24900000
2021-02-27,225.38530000,4192697.15200000,4192697.15200000
2021-02-26,221.71700000,7410706.38500000,7410706.38500000
2021-02-25,234.91460000,6871992.79400000,6871992.79400000
2021-02-24,254.50560000,11777825.18700000,11777825.18700000
2021-02-23,231.36460000,15879767.55900000,15879767.55900000
2021-02-22,267.51470000,12604399.40200000,12604399.40200000
2021-02-21,295.25970000,10646422.30700000,10646422.30700000
2021-02-20,253.00000000,13497656.24700000,13497656.24700000
2021-02-19,333.11100000,20188858.19800000,20188858.19800000
2021-02-18,195.60000000,11226893.37300000,11226893.37300000
2021-02-17,165.32330000,10185662.26000000,10185662.26000000
2021-02-16,130.18300000,3258276.71400000,3258276.71400000
2021-02-15,130.30300000,4772752.80600000,4772752.80600000
2021-02-14,135.86230000,4405507.88500000,4405507.88500000
2021-02-13,133.34960000,3785723.40200000,3785723.40200000
2021-02-12,136.61390000,5626020.82400000,5626020.82400000
2021-02-11,124.08500000,5920400.25500000,5920400.25500000
2021-02-10,128.97110000,16613534.27400000,16613534.27400000
2021-02-09,107.34690000,12487305.86800000,12487305.86800000
2021-02-08,79.83740000,7860567.38900000,7860567.38900000
2021-02-07,68.35420000,5969908.44200000,5969908.44200000
2021-02-06,72.83560000,8482528.53100000,8482528.53100000
2021-02-05,67.70050000,5040545.22300000,5040545.22300000
2021-02-04,55.95990000,4004741.29400000,4004741.29400000
2021-02-03,52.12000000,2949735.03600000,2949735.03600000
2021-02-02,51.00710000,4675040.87700000,4675040.87700000
2021-02-01,51.47810000,6095055.41300000,6095055.41300000
2021-01-31,44.32920000,2431692.19800000,2431692.19800000
2021-01-30,44.78490000,2767954.29100000,2767954.29100000
2021-01-29,42.86180000,3433689.48400000,3433689.48400000
2021-01-28,42.52540000,2984098.65100000,2984098.65100000
2021-01-27,40.88260000,2638401.37800000,2638401.37800000
2021-01-26,41.83960000,2758108.62200000,2758108.62200000
2021-01-25,41.83470000,2778238.02000000,2778238.02000000
2021-01-24,41.82630000,2340747.62300000,2340747.62300000
2021-01-23,40.91090000,2531809.64800000,2531809.64800000
2021-01-22,40.89360000,3088685.29500000,3088685.29500000
2021-01-21,38.63430000,3388587.65700000,3388587.65700000
2021-01-20,42.60690000,3709936.49200000,3709936.49200000
2021-01-19,42.52410000,5151546.87200000,5151546.87200000
2021-01-18,45.34120000,3069449.93800000,3069449.93800000
2021-01-17,45.86750000,3878914.29900000,3878914.29900000
2021-01-16,43.14200000,3243054.41400000,3243054.41400000
2021-01-15,40.86680000,3431358.93600000,3431358.93600000
2021-01-14,41.87230000,3306689.93300000,3306689.93300000
2021-01-13,40.11140000,3512089.38500000,3512089.38500000
2021-01-12,38.25410000,3261261.81000000,3261261.81000000
2021-01-11,38.16740000,6332801.05500000,6332801.05500000
2021-01-10,42.40310000,4277406.29000000,4277406.29000000
2021-01-09,43.84790000,2720363.63600000,2720363.63600000
2021-01-08,42.35600000,3548923.78800000,3548923.78800000
2021-01-07,43.57280000,5026746.66900000,5026746.66900000
2021-01-06,42.24170000,3784444.68700000,3784444.68700000
2021-01-05,41.82190000,3513141.34600000,3513141.34600000
2021-01-04,41.13330000,5306248.16600000,5306248.16600000
2021-01-03,41.25750000,4903626.69700000,4903626.69700000
2021-01-02,38.23310000,3018062.20600000,3018062.20600000
2021-01-01,37.77620000,2435989.12700000,2435989.12700000
2020-12-31,37.35880000,1887715.83500000,1887715.83500000
2020-12-30,38.15580000,2424623.46700000,2424623.46700000
2020-12-29,39.06670000,7022548.48700000,7022548.48700000
2020-12-28,35.95100000,4121783.10300000,4121783.10300000
2020-12-27,33.67400000,3747872.71800000,3747872.71800000
2020-12-26,33.63610000,2418941.54400000,2418941.54400000
2020-12-25,33.19960000,2596272.90500000,2596272.90500000
2020-12-24,32.48950000,2999570.85300000,2999570.85300000
2020-12-23,31.18430000,3940926.44200000,3940926.44200000
